_Sr No.,World Ranking,Germany Ranking,_University Name,University Name,Course Type,City,Course Name,Course Germany Ranking,Teaching language,_language Req.,_Admission without IELTS/TOEFL,Required German Grade,GRE,Tution Fee (Per semester),Beginning Semester,Application DeadLine for winter,Application DeadLine for Summer,Duration,Go to course website,Submit application to,Logo URL,Responsible Person,_Daad SIte,Updated on,State,Comment,,
828,2472,96,Anhalt University of Applied Sciences,https://howtoabroad.com/hochschule-anhalt-anhalt-university-of-applied-sciences/,Master,Köthen,MSc Photovoltaics Engineering Science,,English,,,,,None,"Winter, Summer",15-Jul,15-Jan,3 semesters,https://www.hs-anhalt.de/nc/en/study/orientation/degree-programs/detail/photovoltaics-engineering-science-master-of-science.html,https://www.hs-anhalt.de/nc/en/study/orientation/degree-programs/detail/photovoltaics-engineering-science-master-of-science.html#application-2136,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/Anhalt-University-of-Applied-Sciences-scaled.jpg,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6900/,11-May,,,,
402,5199,205,Ansbach University of Applied Sciences,https://howtoabroad.com/ansbach-university-of-applied-sciences/,Master,Ansbach,International Product and Service Management (IPM),,English,NA,YES,NA,NA,None,"Winter, Summer",31-May,31-Oct,3 semesters,https://www.hs-ansbach.de/en/master/international-product-and-service-management/,https://www3.primuss.de/cgi-bin/bew_anmeldung/index.pl?FH=fhan,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/11/Ansbach-University-of-Applied-Sciences.jpeg,Phase 6,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4616/,,,,,
318,3531,143,Augsburg University of Applied Sciences,https://howtoabroad.com/augsburg-university-of-applied-sciences/,Master,Augsburg,Interactive Media Systems,,English,,,,NA,None,"Winter, Summer",15-Jun,15-Dec,3 semesters,https://www.hs-augsburg.de/en/Design/Interactive-Media/Interactive-Media-Systems-M.A..html,https://www.hs-augsburg.de/en/Application.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/h635AnZI.jpeg,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6968/,11-May,,,,
542,3531,143,Augsburg University of Applied Sciences,https://howtoabroad.com/augsburg-university-of-applied-sciences/,Master,Augsburg,Master of International Business and Finance,21 (For Finance),English,,,,,None,Winter,15-Jun,,3 semesters,https://www.hs-augsburg.de/en/Business/International-Business-and-Finance-MA.html,https://www.uni-assist.de/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/h635AnZI.jpeg,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6098/,11-May,,,,
1167,3531,143,Augsburg University of Applied Sciences,https://howtoabroad.com/augsburg-university-of-applied-sciences/,Master,Augsburg,Industrial Security,,"English, German",,,,,None,Summer,,15-Dec,3 semesters,https://www.hs-augsburg.de/en/Electrical-Engineering/Industrial-Safety-and-Security-MSc.html,https://hisinone.hs-augsburg.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces?chco=y,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/h635AnZI.jpeg,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6955/,11-May,,,,
1370,3531,143,Augsburg University of Applied Sciences,https://howtoabroad.com/augsburg-university-of-applied-sciences/,Bachelor,Augsburg,International Information Systems,,"English, German",,,,,None,Winter,15-Jun,,7 semesters,https://www.hs-augsburg.de/en/Computer-Science/International-Information-Systems-BSc.html,https://www.hs-augsburg.de/International/Degree-Students/Infosession-Application-procedure-for-International-Information-Systems-BSc-3.html,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/h635AnZI.jpeg,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7126/,11-May,,,,
1438,7574,290,"Bard College Berlin, a Liberal Arts University",https://howtoabroad.com/bard-college-berlin/,Bachelor,Berlin,"BA in Economics, Politics, and Social Thought",NA,English,,,,,Varied,Winter,15-Jan,,8 semesters,"https://berlin.bard.edu/academics/economics-politics-and-social-thought/#:~:text=The%20BA%20degree%20program%20in,social%2Dscientific%20methodology%20and%20principle.",https://berlin.bard.edu/admissions/how-to-apply/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/11/Bard-College-Berlin.png,Phase 13,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4537/,,,,,
1439,7574,290,"Bard College Berlin, a Liberal Arts University",https://howtoabroad.com/bard-college-berlin/,Bachelor,Berlin,"BA in Humanities, the Arts, and Social Thought",NA,English,,,,,Varied,Winter,15-Jan,,8 semesters,"https://berlin.bard.edu/academics/humanities-the-arts-and-social-thought/#:~:text=Bard%20College%20Berlin's%20BA%20degree,of%20the%20disciplines%20of%20the",https://berlin.bard.edu/admissions/how-to-apply/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/11/Bard-College-Berlin.png,Phase 13,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4535/,,,,,
112,1295,68,Bauhaus-University Weimar,https://howtoabroad.com/bauhaus-university-weimar/,Master,Weimar,Computer Science for Digital Media,61 ( computer science ),English,YES,,NA,NA,None,"Winter, Summer",15-Jul,15-Jan,4 semesters,https://www.uni-weimar.de/en/media/studies/computer-science-for-digital-media-msc/,http://www.uni-assist.de/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/Logo_of_Bauhaus_University_Weimar.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4238/,11-May,,,,
140,1295,68,Bauhaus-University Weimar,https://howtoabroad.com/bauhaus-university-weimar/,Master,Weimar,Digital Engineering,,English,,,,,None,"Winter, Summer",15-Aug,28-Feb,4 semesters,https://www.uni-weimar.de/en/civil-engineering/studies/master-degree-programmes/digital-engineering/,https://www.uni-weimar.de/en/civil-engineering/studies/master-degree-programmes/digital-engineering/application-procedure/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/Logo_of_Bauhaus_University_Weimar.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5587/,11-May,,,,
225,1295,68,Bauhaus-University Weimar,https://howtoabroad.com/bauhaus-university-weimar/,Master,Weimar,European Urban Studies (EUS),,English,,,,,None,Winter,15-May,,4 semesters,https://www.uni-weimar.de/de/architektur-und-urbanistik/institute/ifeu/,https://www.uni-weimar.de/de/architektur-und-urbanistik/institute/ifeu/bewerbung/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/Logo_of_Bauhaus_University_Weimar.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3679/,11-May,,,,
295,1295,68,Bauhaus-University Weimar,https://howtoabroad.com/bauhaus-university-weimar/,Master,Weimar,Human-Computer Interaction (HCI),28 (For Human-Computer Interaction),English,YES,,NA,NA,None,"Winter, Summer",15-Jul,15-Jan,4 semesters,https://www.uni-weimar.de/en/media/studies/human-computer-interaction-msc/,https://www.uni-assist.de/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/Logo_of_Bauhaus_University_Weimar.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4660/,11-May,,,,
312,1295,68,Bauhaus-University Weimar,https://howtoabroad.com/bauhaus-university-weimar/,Master,Weimar,Integrated Urban Development and Design,37 (For Art and Design),English,,,,,Varied,Winter,15-May,,4 semesters,https://www.uni-weimar.de/de/architektur-und-urbanistik/institute/bauhaus-ifex/studium-iudd-msc/,http://www.uni-assist.de/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/Logo_of_Bauhaus_University_Weimar.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3654/,11-May,,,,
842,1295,68,Bauhaus-University Weimar,https://howtoabroad.com/bauhaus-university-weimar/,Master,Weimar,Natural Hazards and Risks in Structural Engineering (NHRE),15 (For Structural Engineering),English,,,,,None,Winter,15-Jul,,4 semesters,https://www.uni-weimar.de/de/bauingenieurwesen/studium/masterstudiengaenge/natural-hazards-and-risks-in-structural-engineering/,https://www.uni-assist.de/en/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/Logo_of_Bauhaus_University_Weimar.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3612/,11-May,,,,
881,1295,68,Bauhaus-University Weimar,https://howtoabroad.com/bauhaus-university-weimar/,Master,Weimar,Public Art and New Artistic Strategies (MFA),,English,,,,,None,Winter,31-Mar,,4 semesters,https://www.uni-weimar.de/de/kunst-und-gestaltung/studium/freie-kunst/public-art-and-new-artistic-strategies/,https://www.uni-weimar.de/de/kunst-und-gestaltung/studium/freie-kunst/public-art-and-new-artistic-strategies/#jfmulticontent_c386073-1,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/Logo_of_Bauhaus_University_Weimar.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3794/,11-May,,,,
1235,1295,68,Bauhaus-University Weimar,https://howtoabroad.com/bauhaus-university-weimar/,Master,Weimar,MediaArchitecture,,"English, German",,,,,None,Winter,30-Sep,,4 semesters,https://www.uni-weimar.de/de/architektur-und-urbanistik/studium/master/master-mediaarchitecture-msc/,https://www.uni-weimar.de/de/architektur-und-urbanistik/studium/master/master-mediaarchitecture-msc/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/Logo_of_Bauhaus_University_Weimar.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3655/,11-May,,,,
434,NA,NA,Berlin International University of Applied Sciences,https://howtoabroad.com/berlin-university-of-applied-sciences/,Master,Berlin,MA Interior Design,83 (For Art and Design),English,,,,,Varied,Winter,31-Aug,,4 semesters,https://www.berlin-international.de/en/programs/ma-interior-design/,https://bauglobal.secure.force.com/applybi,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/06/berlin-university-1.png,Phase 12,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6164/,,,,,
974,NA,NA,Berlin International University of Applied Sciences,https://howtoabroad.com/berlin-university-of-applied-sciences/,Bachelor,Berlin,BA Architecture,NA,English,,,,,"€3,690",Winter,31-Aug,,8 semesters,https://www.berlin-international.de/en/programs/ba-architecture/,https://bauglobal.secure.force.com/applybi,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/BUA-F.png,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5660/,,,,,
975,NA,NA,Berlin International University of Applied Sciences,https://howtoabroad.com/berlin-university-of-applied-sciences/,Bachelor,Berlin,BA Business Administration | Organisational Psychology,NA,English,,,,,"€3,690",Winter,31-Aug,,6 semesters,https://www.berlin-international.de/en/programs/business-administration-humanresource-management-and-leadership/,https://bauglobal.secure.force.com/applybi,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/BUA-F.png,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5460/,,,,,
976,NA,NA,Berlin International University of Applied Sciences,https://howtoabroad.com/berlin-university-of-applied-sciences/,Bachelor,Berlin,BA Digital Business & Management,86 ( computer science ),English,,,,,"€3,690",Winter,31-Aug,,6 semesters,https://www.berlin-international.de/en/programs/digital-business-and-management/,https://bauglobal.secure.force.com/applybi,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/BUA-F.png,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5461/,,,,,
979,NA,NA,Berlin International University of Applied Sciences,https://howtoabroad.com/berlin-university-of-applied-sciences/,Bachelor,Berlin,BA Graphic Design & Visual Communication,83 (For Art and Design),English,,,,,"€3,690",Winter,31-Aug,,6 semesters,https://www.berlin-international.de/en/programs/graphic-design-visual-communication/,https://bauglobal.secure.force.com/applybi,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/BUA-F.png,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4557/,,,,,
981,NA,NA,Berlin International University of Applied Sciences,https://howtoabroad.com/berlin-university-of-applied-sciences/,Bachelor,Berlin,BA Interior Design,83 (For Art and Design),English,,,,,"€3,690",Winter,31-Aug,,6 semesters,https://www.berlin-international.de/en/programs/ba-interior-design/,https://bauglobal.secure.force.com/applybi,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/BUA-F.png,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4539/,,,,,
528,2592,98,Beuth University of Applied Sciences Berlin,https://howtoabroad.com/beuth-university-of-applied-sciences/,Master,Berlin,Master of Business Administration (MBA) Renewables,,English,,,,,"€3,200",Winter,15-Aug,,5 semesters,https://www.mba-renewables.de/,https://www.mba-renewables.de/application,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/Beuth-Logo_basis.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4296/,11-May,,,,
1208,5920,226,Biberach University of Applied Sciences,https://howtoabroad.com/biberach-university-of-applied-sciences/,Master,Biberach an der Riss,Master of Engineering Management (MEM),NA,"English, German",,,,,None,"Winter, Summer",31-Mar,15-Jan,3 semesters,https://www.hochschule-biberach.de/engineering-management,https://ecampus.hochschule-biberach.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces?chco=y,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/11/Biberach-University-of-Applied-Sciences.png,Phase 17,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6115/,,,,,
38,433,37,Bielefeld University,https://howtoabroad.com/bielefeld-university/,Master,Bielefeld,"Behaviour: From Neural Mechanisms to Evolution, MSc",26 (For Evolutionary Biology),English,,,,,None,Winter,15-Jul,,4 semesters,https://ekvv.uni-bielefeld.de/kvv_publ/publ/vvz?id=33087490,https://movein-uni-bielefeld.moveonnet.eu/movein/portal/studyportal.php,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3958/,11-May,,,,
68,433,37,Bielefeld University,https://howtoabroad.com/bielefeld-university/,Master,Bielefeld,"British and American Studies, Master of Arts",,English,"TOEFL(pBT 580,iBT 93)",NO,2.5,NA,None,"Winter, Summer",15-Jul,15-Jan,4 semesters,https://ekvv.uni-bielefeld.de/sinfo/publ/master-as/anglistik,https://movein-uni-bielefeld.moveonnet.eu/movein/portal/studyportal.php,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6094/,11-May,,,,
262,433,37,Bielefeld University,https://howtoabroad.com/bielefeld-university/,Master,Bielefeld,German as a Foreign Language and German Linguistics and Literature,23 (For Linguistics),German,,,,,None,"Winter, Summer",15-Jul,15-Jan,4 semesters,https://ekvv.uni-bielefeld.de/kvv_publ/publ/vvz?id=33820662,https://movein-uni-bielefeld.moveonnet.eu/movein/portal/studyportal.php,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4270/,11-May,,,,
316,433,37,Bielefeld University,https://howtoabroad.com/bielefeld-university/,Master,Bielefeld,Intelligent Systems,,English,,,,,None,Winter,15-Jul,,4 semesters,https://ekvv.uni-bielefeld.de/sinfo/publ/master-as/intsys?lang=en,https://movein-uni-bielefeld.moveonnet.eu/movein/portal/studyportal.php,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4317/,11-May,,,,
485,433,37,Bielefeld University,https://howtoabroad.com/bielefeld-university/,Master,Bielefeld,Master in Sociology,,English,IELTS 6.5/TOEFL(iBT 87)/Others,YES,,NA,None,"Winter, Summer",15-Jul,15-Jan,4 semesters,https://www.uni-bielefeld.de/fakultaeten/soziologie/studium/international/pdf/Flyer_Sociology_International_Track.pdf,,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4267/,11-May,,,,
965,433,37,Bielefeld University,https://howtoabroad.com/bielefeld-university/,Master,Bielefeld,"World Studies: Orders, Politics, Cultures",,English,,,,,None,Winter,30-Sep,,4 semesters,https://ekvv.uni-bielefeld.de/kvv_publ/publ/vvz?id=203609366,https://movein-uni-bielefeld.moveonnet.eu/movein/portal/studyportal.php,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7128/,11-May,,,,
1050,433,37,Bielefeld University,https://howtoabroad.com/bielefeld-university/,Bachelor,Bielefeld,German as a Foreign and Second Language,,German,,,,,None,"Winter, Summer",15-Jul,15-Jan,6 semesters,https://ekvv.uni-bielefeld.de/kvv_publ/publ/Fsb_Detail.jsp;jsessionid=03D1F059220C4687B6FB125D2B86AFB7?id=22962148,https://www.uni-assist.de/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3602/,11-May,,,,
1110,433,37,Bielefeld University,https://howtoabroad.com/bielefeld-university/,Master,Bielefeld,Bi-National Master in Philosophy (Bielefeld-Bologna),,"English, German",,,,,None,"Winter, Summer",31-Aug,28-Feb,4 semesters,https://ekvv.uni-bielefeld.de/kvv_publ/publ/vvz?id=33820549,https://campus.uni-bielefeld.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6389/,11-May,,,,
1112,433,37,Bielefeld University,https://howtoabroad.com/bielefeld-university/,Master,Bielefeld,Binational Master's in History (Bielefeld-Bologna),NA,"English, German",,,,,None,"Winter, Summer",15-Sep,31-Mar,4 semesters,https://ekvv.uni-bielefeld.de/kvv_publ/publ/vvz?id=203811079,https://movein-uni-bielefeld.moveonnet.eu/movein/portal/studyportal.php,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6890/,11-May,,,,
1113,433,37,Bielefeld University,https://howtoabroad.com/bielefeld-university/,Master,Bielefeld,Binational Master's in History (German-French) — Bielefeld Paris Geschichte (BiPaG) MA,NA,"German, French",,,,,None,"Winter, Summer",15-Sep,31-Mar,4 semesters,https://ekvv.uni-bielefeld.de/kvv_publ/publ/vvz?id=203811079,https://movein-uni-bielefeld.moveonnet.eu/movein/portal/studyportal.php,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7143/,11-May,,,,
1164,433,37,Bielefeld University,https://howtoabroad.com/bielefeld-university/,Master,Bielefeld,"History, Economics and Philosophy of Science / Interdisciplinary Studies of Science, Master of Arts",19 (For Economics),"English, German",,,,,None,"Winter, Summer",1-Sep,1-Mar,4 semesters,https://ekvv.uni-bielefeld.de/sinfo/publ/variante/48659767,https://movein-uni-bielefeld.moveonnet.eu/movein/portal/studyportal.php,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6390/,11-May,,,,
1207,433,37,Bielefeld University,https://howtoabroad.com/bielefeld-university/,Master,Bielefeld,Master of Arts InterAmerican Studies / Estudios InterAmericanos,,"English, Spanish",,,,,None,"Winter, Summer",15-Jul,15-Jan,4 semesters,https://ekvv.uni-bielefeld.de/sinfo/publ/variante/125499595,https://movein-uni-bielefeld.moveonnet.eu/movein/portal/studyportal.php,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4102/,11-May,,,,
1344,433,37,Bielefeld University,https://howtoabroad.com/bielefeld-university/,Bachelor,Bielefeld,Binational Bachelor's in History (German-French) — Bielefeld-Paris Geschichte (BiPaG) BA,NA,"German, French",,,,,None,Winter,15-Jun,,6 semesters,https://www.uni-bielefeld.de/fakultaeten/geschichtswissenschaft/studium/studiengaenge/biparis/bachelor/,bipag@uni-bielefeld.de,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7144/,11-May,,,,
1498,433,37,Bielefeld University  ,https://howtoabroad.com/bielefeld-university/,Master,Bielefeld,International German Summer Course B2/C1 + Language Project Law,29 (For Law),German,,,,,€590,Summer,,1-Jun,1 Month,http://www.intl.boun.edu.tr/?q=international-summer-german-courses-bielefeld-university-2018,http://www.intl.boun.edu.tr/?q=international-summer-german-courses-bielefeld-university-2018,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5087/,11-May,,,,
1557,433,37,Bielefeld University  ,https://howtoabroad.com/bielefeld-university/,PhD / Doctorate,Bielefeld,GRK 2073 - Integrating Ethics and Epistemology of Scientific Research,NA,English,,,,,,Other,,,6 semesters,https://grk2073.org/,https://grk2073.org/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4699/,11-May,,,,
63,1696,79,Brandenburg University of Technology Cottbus-Senftenberg,https://howtoabroad.com/btu-cottbus-senftenberg/,Master,Cottbus,Biotechnology,69 (For Biology),English,IELTS 6.0/ TOEFL(IBT 79 /PBT /CBT)/OTHERS,YES,NA,NA,None,"Winter, Summer",15-Jul,15-Jan,3 semesters,https://www.b-tu.de/en/biotechnology-ms,https://my.uni-assist.de/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/university-of-koblenz-landau.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3888/,11-May,,,,
125,1696,79,Brandenburg University of Technology Cottbus-Senftenberg,https://howtoabroad.com/btu-cottbus-senftenberg/,Master,Cottbus,Cyber Security,NA,English,,,,,None,Winter,1-May,,4 semesters,https://www.b-tu.de/cybersecurity-ms,http://www.uni-assist.de/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/university-of-koblenz-landau.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4785/,11-May,,,,
203,1696,79,Brandenburg University of Technology Cottbus-Senftenberg,https://howtoabroad.com/btu-cottbus-senftenberg/,Master,Cottbus,Environmental and Resource Management (MSc),50 (For Environmental Sciences),English,IELTS-6.0/TOEFL-(iBT-79 points)/Others,YES,,NA,None,Winter,1-May,,4 semesters,https://www.b-tu.de/en/environment-ms,https://www.uni-assist.de/en/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/university-of-koblenz-landau.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3681/,11-May,,,,
214,1696,79,Brandenburg University of Technology Cottbus-Senftenberg,https://howtoabroad.com/btu-cottbus-senftenberg/,Master,Cottbus,Euro Hydroinformatics and Water Management,29 (For Hydrology and Water resources management),English,IELTS-6.5/TOEFL-(iBT-90 points),NO,,NA,None,Winter,15-Jul,,4 semesters,https://www.b-tu.de/en/hydroinformatics-ms,https://master.euroaquae.eu/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/university-of-koblenz-landau.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3680/,11-May,,,,
287,1696,79,Brandenburg University of Technology Cottbus-Senftenberg,https://howtoabroad.com/btu-cottbus-senftenberg/,Master,Cottbus,Heritage Conservation and Site Management,,English,IELTS-6.5/TOEFL-(iBT-80 points)/Others,YES,,NA,None,Winter,15-Jul,,4 semesters,https://www.b-tu.de/en/heritageconservation-ma,https://www.uni-assist.de/en/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/university-of-koblenz-landau.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4450/,11-May,,,,
866,1696,79,Brandenburg University of Technology Cottbus-Senftenberg,https://howtoabroad.com/btu-cottbus-senftenberg/,Master,Cottbus,Physics, 66 (For Physics),English,IELTS 6.0/ TOEFL(IBT 79 /PBT /CBT)/OTHERS,YES,NA,NA,None,"Winter, Summer",1-Jun,15-Jan,4 semesters,https://www.b-tu.de/en/physics-ms,http://www.uni-assist.de/en/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/university-of-koblenz-landau.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7160/,11-May,,,,
875,1696,79,Brandenburg University of Technology Cottbus-Senftenberg,https://howtoabroad.com/btu-cottbus-senftenberg/,Master,Cottbus,Power Engineering,,English,,,,,None,Winter,,,4 semesters,https://www.b-tu.de/powerengineering-ms,http://www.uni-assist.de/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/university-of-koblenz-landau.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3883/,11-May,,,,
947,1696,79,Brandenburg University of Technology Cottbus-Senftenberg,https://howtoabroad.com/btu-cottbus-senftenberg/,Master,Cottbus,Transfers-Fluids-Materials in Aeronautical and Space Applications (TFM-ASA),,English,,,,,Varied,Winter,28-Feb,,4 semesters,https://www.b-tu.de/transfersfluidsmaterials-ms,http://www.uni-assist.de/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/university-of-koblenz-landau.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6175/,11-May,,,,
951,1696,79,Brandenburg University of Technology Cottbus-Senftenberg,https://howtoabroad.com/btu-cottbus-senftenberg/,Master,Cottbus,Urban Design - Revitalisation of Historic City Districts,71 (For Art and Design),English,,,,,"€1,500",Winter,1-Jun,,4 semesters,https://www.b-tu.de/urbandesign-ms,http://www.uni-assist.de/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/university-of-koblenz-landau.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4396/,11-May,,,,
964,1696,79,Brandenburg University of Technology Cottbus-Senftenberg,https://howtoabroad.com/btu-cottbus-senftenberg/,Master,Cottbus,World Heritage Studies,,English,,,,,None,Winter,15-Jul,,4 semesters,https://www.b-tu.de/worldheritage-ma/dual-degree/about,http://www.uni-assist.de/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/university-of-koblenz-landau.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3716/,11-May,,,,
1047,1696,79,Brandenburg University of Technology Cottbus-Senftenberg,https://howtoabroad.com/btu-cottbus-senftenberg/,Bachelor,Cottbus,Environmental and Resource Management (BSc),50 (For Environmental Sciences),English,,,,,None,Winter,,,6 semesters,https://www.b-tu.de/environment-bs,http://www.uni-assist.de/,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/university-of-koblenz-landau.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4026/,11-May,,,,
1588,1696,79,Brandenburg University of Technology Cottbus-Senftenberg  ,https://howtoabroad.com/btu-cottbus-senftenberg/,PhD / Doctorate,Cottbus,PhD Programme Environmental and Resource Management (ERM),50 (For Environmental Sciences),English,,,,,None,"Winter, Summer",Any time,Any time,6 semesters,https://www.b-tu.de/environment-phd,https://btu.moveon4.de/locallogin/59ba8be385fb963337861d13/eng,https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/university-of-koblenz-landau.png,Arya,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3984/,11-May,,,,
