S.no;World_Ranking;German_Ranking;University_Name;HTA_Uni_Link;Course Type;Course_Type;City;Course_Name;Course_Ranking;Teaching_Language;Language_Requirement;Admission_IELTS_TOFEL;Required_German_Grade;GRE;Tuition_Fee;Tuition Fee Per;Semester_Start;Application_Deadline_Winter;Application_Deadline_Summer;Duration;Course_Link;Application_Link;Logo;Responsible Person;_Daad SIte;Updated;State;Comment;Tags_Alternate;Uni_Type
1;665;48;(TU) Technical University Kaiserslautern;https://howtoabroad.com/technical-university-of-kaiserslautern-tuk/;Master;Master;Kaiserslautern;Actuarial and Financial Mathematics;42 (For Actuarial Science);English;TOEFL(pBT 550,iBT 80,cBT 213);NO;;NA;None;;Winter, Summer;30-Apr;31-Oct;4 semesters;https://www.mathematik.uni-kl.de/en/studium/studiengaenge/msc/fvm;https://www.mathematik.uni-kl.de/en/studies/studiengaenge/msc/application-master/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/TU-Kaiserslautern.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4722/;11-Jun;Rhineland-Palatinate;;;
2;779;55;Chemnitz University of Technology;https://howtoabroad.com/technical-university-of-chemnitz/;Master;Master;Chemnitz;Advanced and Computational Mathematics – International Master's and PhD Programme;47 (For Mathematics);English;;;;;None;;Winter, Summer;15-Jul;15-Jan;4 semesters;https://www.tu-chemnitz.de/mathematik/mscphd/;https://www.uni-assist.de/en/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/tulogo.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4770/;11-Jun;Saxony;;;
3;399;35;Leibniz University Hannover;https://howtoabroad.com/leibniz-university-hannover/;Master;Master;Hanover;Advanced Anglophone Studies;;English;;;;NA;None;;Winter, Summer;31-May;30-Nov;4 semesters;https://www.uni-hannover.de/en/studium/studienangebot/info/studiengang/detail/advanced-anglophone-studies/;;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/luh.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4869/;11-Jun;Lower Saxony;;;
4;2709;100;Frankfurt University of Applied Sciences;https://howtoabroad.com/frankfurt-university-of-applied-sciences/;Master;Master;Frankfurt;Advanced Architecture — From Urban Design to Building Construction;81 (For Art and Design);English;IELTS 6/ TOEFL(IBT 79/PBT /CBT)/OTHERS;YES;2.3;NA;None;;Summer;;15-Oct;4 semesters;https://www.frankfurt-university.de/en/studies/master-programs/advanced-architecture-msc/for-prospective-students/;https://my.uni-assist.de/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/11/30715369_1850746711615543_7565865619556401152_n.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7065/;11-Jun;Hesse;;;
5;157;11;RWTH Aachen University;https://howtoabroad.com/rwth-aachen-university/;Master;Master;Aachen;Advanced Computational Methods in Civil Engineering;1  ( civil engineering );English;IELTS 5.5,TOEFL iBT- 90,FCE-B,CEFR-B2,Placement test(RWTH)-B2;NA;NA;YES;None;;Winter, Summer;01-Mar;01-Sep;4 semesters;https://www.fb3.rwth-aachen.de/cms/Bauingenieurwesen/Studium/Studiengaenge/Masterstudiengaenge/Text-M-Sc-Bau/Studienschwerpunkte-Bauingenieurwesen-M/~otcz/Advanced-Computational-Methods-in-Civil/?lidx=1;https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/login?$ctx=lang=en;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/RWTH-Aachen-University.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6318/;11-Jun;North Rhine-Westphalia;;;
6;779;55;Chemnitz University of Technology;https://howtoabroad.com/technical-university-of-chemnitz/;Master;Master;Chemnitz;Advanced Functional Materials;;English;IELTS 5.5/TOEFL(iBT 72);YES;;NA;None;;Winter, Summer;15-Jul;15-Jan;4 semesters;https://www.tu-chemnitz.de/chemie/ma_afm.html.en;;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/tulogo.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4695/;11-Jun;Saxony;;;
7;1147;62;Freiberg University of Mining and Technology (TU Bergakademie Freiberg);https://howtoabroad.com/tu-bergakademie-freiberg/;Master;Master;Freiberg;Advanced Materials Analysis;;English;;;;;None;;Winter;15-Apr;;4 semesters;https://tu-freiberg.de/en/studies/master-advanced-materials-analysis;https://campus.tu-freiberg.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/logo_bergakademie-freiberg-technische-universitaet.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5403/;11-Jun;Saxony;;;
8;205;16;FAU Erlangen-Nurnberg;https://howtoabroad.com/friedrich-alexander-university/;Master;Master of Science;Erlangen;Advanced Signal Processing and Communications Engineering MSc;;English;TOEFL;;;;None;;Winter;15-Mar;;4 semesters;https://meinstudium.fau.de/studienangebot/advanced-signal-processing-communications-engineering-msc/;https://www.asc.studium.fau.de/prospective-students/application/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/Friedrich–Alexander-Universitat-FAU.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4661/;11-Jun;Bavaria;;;
9;198;15;Leipzig University;https://howtoabroad.com/leipzig-university/;Master;Master;Leipzig;Advanced Spectroscopy in Chemistry (ASC);NA;English;;;;;Varied;;Winter;01-Sep;;4 semesters;https://www.uni-leipzig.de/en/studying/prospective-students/courses-of-study/degree-programme/course/show/advanced-spectroscopy-in-chemistry-msc;https://www.master-asc.org/application/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/10/Leipzig-University-1.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7056/;11-Jun;Saxony;;;
10;93;3;(TU) Technical University Munich;https://howtoabroad.com/technical-university-of-munich/;Master;Master;Freising;Agricultural Biosciences;4 (For Agricultural Science);English;IELTS-6.5/TOEFL-(iBT-88 points);YES;;NA;None;;Winter;31-May;;4 semesters;https://www.tum.de/en/studies/degree-programs/detail/agricultural-biosciences-master-of-science-msc;https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/login;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TUM.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6527/;11-Jun;Bavaria;;;
11;695;50;University of Hohenheim;https://howtoabroad.com/university-of-hohenheim/;Master;Master;Jena;Agricultural Economics (AgEcon);3 (For Agricultural Economics);English;;;;;Varied;;Winter;15-Mar;;4 semesters;https://www.uni-hohenheim.de/en/application-agecon-info/;;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/11/University-of-Hohenheim.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3723/;11-Jun;Thuringia;;;
12;695;50;University of Hohenheim;https://howtoabroad.com/university-of-hohenheim/;Master;Master;Stuttgart;Agricultural Sciences in the Tropics and Subtropics (AgriTropics);2 (For Agricultural Science);English;;;;;Varied;;Winter;15-Mar;;4 semesters;https://www.uni-hohenheim.de/en/agricultural-sciences-in-the-tropics-and-subtropics-masters;https://www.uni-hohenheim.de/en/application-agritopics-info;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/11/University-of-Hohenheim.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3788/;11-Jun;Baden-Wurttemberg;;;
13;264;23;University of Stuttgart;https://howtoabroad.com/university-of-stuttgart/;Master;Master;Stuttgart;Air Quality Control, Solid Waste and Waste Water Process Engineering (WASTE);;English;;;;;Varied;;Winter;15-Feb;;4 semesters;https://www.waste.uni-stuttgart.de/;https://www.waste.uni-stuttgart.de/about-us/application-procedure/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2022/01/University-of-Stuttgart-1.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3676/;11-Jun;Baden-Wurttemberg;;;
14;338;27;TU Darmstadt;https://howtoabroad.com/technical-university-darmstadt/;Master;Master;Darmstadt;AMIS Master - International Master in Advanced Materials for Innovation & Sustainability;;English;;;;;Varied;;Winter;30-Apr;;4 semesters;https://amis-master.eitrawmaterials.eu/study/#overview;https://amis-master.eitrawmaterials.eu/study/#apply;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/TUD.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6266/;11-Jun;Hesse;;;
15;2756;101;Bonn-Rhine-Sieg University of Applied Sciences;https://howtoabroad.com/hochschule-bonn-rhein-sieg/;Master;Master;Eberswalde;Analysis and Design of Social Protection Systems (MA);82 (For Art and Design);English;;;;;None;;Winter;31-Mar;;4 semesters;https://www.h-brs.de/en/sv/study/master/analysis-and-design-social-protection-systems;https://www.h-brs.de/en/sv/adsps-application-process;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/12/Hochschule-Bonn-Rhein-Sieg.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4469/;11-Jun;Brandenburg;;;
16;4412;155;Coburg University;https://howtoabroad.com/coburg-university/;Master;Master;Coburg;Analytical Instruments, Measurement and Sensor Technology (AIMS);;English;;;;;€ 3500,0;Semester;Winter;30-Jun;;4 semesters;https://www.hs-coburg.de/studium/master/technik-informatik/analytical-instruments-measurement-and-sensor-technology.html;https://www3.primuss.de/cgi-bin/bew_anmeldung_v2/index.pl?Session=&FH=fhc&Email=&Portal=1&Language=en;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/08/1-254.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3949/;11-Jun;Bavaria;;;
17;481;41;University of Potsdam;https://howtoabroad.com/university-of-potsdam/;Master;Master;Potsdam;Anglophone Modernities in Literature and Culture;NA;English;IELTS 6.5/TOEFL(iBT 95)/Others;YES;;NA;None;;Winter, Summer;15-Aug;15-Feb;4 semesters;https://www.uni-potsdam.de/en/studium/what-to-study/master/masters-courses-from-a-to-z/anglophone-modernities-in-literature-and-culture-master;;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/08/University-of-Potsdam.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4325/;11-Jun;Brandenburg;;;
18;5877;225;SRH University Heidelberg;https://howtoabroad.com/srh-heidelberg-university/;Master;Master;Heidelberg;Applied Computer Science (MSc);8 ( computer science );English;;;;;€ 4500,0;Semester;Winter, Summer;Any time;Any time;4 semesters;https://www.srh-hochschule-heidelberg.de/en/master/applied-computer-science/;https://apply.srh.de/en_GB/courses/course/199-msc-applied-computer-science/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/SRH-Heidelberg-University.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3981/;11-Jun;Baden-Wurttemberg;;;
19;130;5;University of Gottingen;https://howtoabroad.com/university-of-gottingen/;Master;Master;Göttingen;Applied Computer Science (MSc);15 ( computer science );English;IELTS-6.0/TOEFL-(iBT-80 points, PBT-550 points)/Others;YES;;NA;None;;Winter, Summer;15-Apr;15-Oct;4 semesters;https://www.uni-goettingen.de/en/40954.html;https://www.uni-goettingen.de/en/619499.html;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/University-of-Gottingen.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4700/;11-Jun;Lower Saxony;;;
20;4184;150;Deggendorf Institute of Technology;https://howtoabroad.com/deggendorf-institute-of-technology-2/;Master;Master;Deggendorf;Applied Computer Science (MSc);NA;English;NA;;NA;NA;None;;Winter, Summer;15-Jul;15-Jan;3 semesters;https://www.th-deg.de/ai-m-en;https://www.th-deg.de/en/apply#international;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/Deggendorf-Institute-of-Technology-1.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4870/;11-Jun;Bavaria;;;
21;229;21;Julius-Maximilians-University Wurzburg;https://howtoabroad.com/university-of-wurzburg/;Master;Master of Science;Würzburg;Applied Earth Observation and Geoanalysis MSc (EAGLE);;English;;;;;None;;Winter;15-May;;4 semesters;https://www.geographie.uni-wuerzburg.de/en/studies/degree-programmes/master-eagle-applied-earth-observation-and-geoanalysis-120-ects/;https://www.uni-wuerzburg.de/en/studying-at-jmu/studienangelegenheiten/application-and-enrolment/masterstudy/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/12/Julius-Maximilian-University-of-Wurzburg.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7043/;11-Jun;Bavaria;;;
22;814;57;University of Wuppertal;https://howtoabroad.com/university-of-wuppertal/;Master;Master;Wuppertal;Applied Economics;61 (For Economics);English;IELTS/TOEFT/Others;YES;2.5;NA;None;;Winter, Summer;15-Jul;15-Jan;4 semesters;https://www.wiwi.uni-wuppertal.de/en/study/master-programmes/applied-economics.html;https://www.wiwi.uni-wuppertal.de/en/institutions/examinations-office/master-application.html;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/University-of-Wuppertal.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3956/;11-Jun;North Rhine-Westphalia;;;
23;157;11;RWTH Aachen University;https://howtoabroad.com/rwth-aachen-university/;Master;Master;Aachen;Applied Geosciences – Applied Mineralogy and Crystallography (AMC);;English;;;;NA;None;;Winter, Summer;01-Mar;01-Sep;4 semesters;https://www.rwth-aachen.de/go/id/bnlc?lidx=1;https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/login?$ctx=lang=en;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/RWTH-Aachen-University.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6917/;11-Jun;North Rhine-Westphalia;;;
24;4674;160;Hochschule Emden/Leer - University of Applied Sciences;https://howtoabroad.com/hochschule-emden-leer/;Master;Master;Emden;Applied Life Sciences;;English;;;;;None;;Winter, Summer;30-May;30-Nov;3 semesters;https://www.hs-emden-leer.de/en/current-students/faculties/technology/study-programs/applied-life-sciences-master;https://ecampus.hs-emden-leer.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces?navigationPosition=link_homepage;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/08/Emden-logo.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6194/;11-Jun;Lower Saxony;;;
25;3212;124;Mittweida University of Applied Sciences;https://howtoabroad.com/mittweida-university-of-applied-sciences/;Master;Master;Mittweida;Applied Mathematics for Network and Data Sciences;NA;English;YES;;NA;NA;None;;Winter;15-May;;4 semesters;https://www.cb.hs-mittweida.de/en/study-programs-of-the-faculty/applied-mathematics-for-network-and-data-sciences/;https://www.cb.hs-mittweida.de/en/study-programs-of-the-faculty/applied-mathematics-for-network-and-data-sciences/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/Mittweida-University-of-Applied-Sciences.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4417/;11-Jun;Saxony;;;
26;1565;79;University of Koblenz-Landau;https://howtoabroad.com/university-of-koblenz-landau/;Master;Master;Koblenz;Applied Natural Sciences (MSc);;English;;;2.5;NA;None;;Winter, Summer;15-Jun;15-Dec;3 semesters;https://www.uni-koblenz-landau.de/en/studies/before-studying/our-degree-programs/masters-degree-programs/applied-natural-sciences;https://www.uni-assist.de/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/university-of-koblenz-landau.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4688/;11-Jun;Rhineland-Palatinate;;;
27;5680;191;Hof University of Applied Sciences;https://howtoabroad.com/hof-university-of-applied-sciences/;Master;Master;Hof;Applied Research in Computer Science (MSc);NA;English;TOEFL-90, IELTS-6.5;YES;NA;NA;None;;Winter, Summer;31-May;30-Nov;3 semesters;https://www.hof-university.com/studying-in-hof/full-time-programs/master/applied-research-in-computer-science-msc.html;https://www3.primuss.de/cgi-bin/bew_anmeldung_v2/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/12/201969012_4087460298003469_705550935058513875_n.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6236/;11-Jun;Bavaria;;;
28;136;7;University of Tubingen;https://howtoabroad.com/university-of-tubingen/;Master;Master;Tubingen;Archaeological Sciences (MSc);1 (For Archaeology);English;;;;;Varied;;Winter, Summer;15-Jul;15-Jan;4 semesters;https://uni-tuebingen.de/en/study/finding-a-course/degree-programs-available/detail/course/archaeological-sciences-and-human-evolution-master/;https://uni-tuebingen.de/en/international/study-in-tuebingen/application-for-non-german-students/application-and-admission-of-international-students/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/University-of-Tubingen.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4611/;11-Jun;Baden-Wurttemberg;;;
29;7291;218;Anhalt University of Applied Sciences;https://howtoabroad.com/hochschule-anhalt-anhalt-university-of-applied-sciences/;Master;Master;Dessau-Roßlau;Architectural and Cultural Heritage;;English;;;;;€ 750,0;Semester;Winter, Summer;15-Jul;15-Jan;4 semesters;https://www.hs-anhalt.de/nc/en/study/orientation/degree-programs/detail/architectural-and-cultural-heritage-master-of-arts.html;https://www.hs-anhalt.de/en/degree-programs/architectural-and-cultural-heritage/apply-to.html#c21927;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/Anhalt-University-of-Applied-Sciences-scaled.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4346/;11-Jun;Saxony-Anhalt;;;
30;1313;69;Leuphana University Luneburg;https://howtoabroad.com/leuphana-university-luneburg/;Master;Master;Lüneburg;Arts and Cultural Management (MA);;English;;;;;€ 2225,0;Semester;Winter;01-Jun;;4 semesters;https://www.leuphana.de/en/professional-school/masters-studies/arts-and-cultural-management.html;https://www.leuphana.de/en/professional-school/masters-studies/arts-and-cultural-management/application.html;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/Leuphana-University-Luneburg.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5242/;11-Jun;Lower Saxony;;;
31;136;7;University of Tubingen;https://howtoabroad.com/university-of-tubingen/;Master;Master;Tubingen;Astro and Particle Physics (MSc);15 (For Particle Physics);English;;;;;Varied;;Winter, Summer;15-Jul;15-Jan;4 semesters;https://uni-tuebingen.de/en/study/finding-a-course/degree-programs-available/detail/course/astro-and-particle-physics-master/;https://uni-tuebingen.de/en/international/study-in-tuebingen/application-for-non-german-students/application-and-admission-of-international-students/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/University-of-Tubingen.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4748/;11-Jun;Baden-Wurttemberg;;;
32;481;41;University of Potsdam;https://howtoabroad.com/university-of-potsdam/;Master;Master;Potsdam;Astrophysics;10 (For Astrophysics);English;;;;NA;None;;Winter, Summer;15-Aug;15-Feb;4 semesters;https://www.uni-potsdam.de/en/mnfakul/study-and-teaching/master/astrophysics;;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/08/University-of-Potsdam.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4693/;11-Jun;Brandenburg;;;
33;2142;88;TH Koln (Cologne) (University of Applied Sciences);https://howtoabroad.com/th-koln/;Master;Master;Cologne;Automation & IT (Master of Engineering);52 ( For Automation and Control);English;;;;;None;;Winter;30-Apr;;4 semesters;https://www.th-koeln.de/en/academics/automation--it-master_6815.php;https://www.th-koeln.de/en/academics/automation--it-master--how-to-apply_6812.php;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/TH-Koln.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3961/;11-Jun;North Rhine-Westphalia;;;
34;665;48;(TU) Technical University Kaiserslautern;https://howtoabroad.com/technical-university-of-kaiserslautern-tuk/;Master;Master;Kaiserslautern;Automation and Control (A&C);15 ( For Automation and Control);English;IELTS 6.0/TOEFL(pBT 550,cBT 213,iBT 80);NO;1.7;YES;None;;Winter, Summer;30-Apr;31-Oct;4 semesters;https://anc.eit.uni-kl.de/en/;https://www.eit.uni-kl.de/en/studies/master-in-english/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/TU-Kaiserslautern.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4818/;11-Jun;Rhineland-Palatinate;;;
35;779;55;Chemnitz University of Technology;https://howtoabroad.com/technical-university-of-chemnitz/;Master;Master;Chemnitz;Automotive Software Engineering;59 (For Software Engineering);English;NA;;NA;NA;None;;Winter, Summer;15-Jul;15-Jan;4 semesters;https://www.tu-chemnitz.de/informatik/studium/master/ase/index.php.en;https://www.uni-assist.de/en/tools/uni-assist-universities/#tablink-37465a393615112c5180111261;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/tulogo.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4122/;11-Jun;Saxony;;;
36;3114;119;Esslingen University of Applied Sciences;https://howtoabroad.com/esslingen-university-of-applied-sciences/;Master;Master;Esslingen am Neckar;Automotive Systems;NA;English;;;;;€ 1500,0;Semester;Winter;31-Mar;;3 semesters;https://www.hs-esslingen.de/en/automotive-systems-master/;https://hsessling.moveon4.de/locallogin/612c929313fb0e28a34f0223/eng#;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/esslingen.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5423/;11-Jun;Baden-Wurttemberg;;;
37;2756;101;Bonn-Rhine-Sieg University of Applied Sciences;https://howtoabroad.com/hochschule-bonn-rhein-sieg/;Master;Master;Sankt Augustin;Autonomous Systems (MSc);;English;IELTS 6.5/ TOEFL(IBT 79/PBT /CBT)/OTHERS;YES;NA;NA;None;;Winter, Summer;15-Jan;15-Jul;4 semesters;https://www.h-brs.de/en/inf/study/master/autonomous-systems;https://www.h-brs.de/en/inf/application-mas-program;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/12/Hochschule-Bonn-Rhein-Sieg.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3799/;11-Jun;North Rhine-Westphalia;;;
38;436;39;Bielefeld University;https://howtoabroad.com/bielefeld-university/;Master;Master of Science;Bielefeld;Behaviour: From Neural Mechanisms to Evolution, MSc;26 (For Evolutionary Biology);English;;;;;None;;Winter;15-Jul;;4 semesters;https://ekvv.uni-bielefeld.de/kvv_publ/publ/vvz?id=33087490;https://movein-uni-bielefeld.moveonnet.eu/movein/portal/studyportal.php;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3958/;11-Jun;North Rhine-Westphalia;;;
39;229;21;Julius-Maximilians-University Wurzburg;https://howtoabroad.com/university-of-wurzburg/;Master;Master;Würzburg;Behavioral Neurobiology;12 (For Neuroscience);English;IELTS-6.5/TOEFL-(iBT-90 points, PBT-570 points, CBT-240 points)/Others;YES;;NA;None;;Winter, Summer;15-Jul;15-Jan;4 semesters;https://www.biologie.uni-wuerzburg.de/masterbiosciences/msc-programmes/behavioural-neurobiology/;bioeu@uni-wuerzburg.de;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/12/Julius-Maximilian-University-of-Wurzburg.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4637/;11-Jun;Bavaria;;;
40;2450;93;Berlin School of Economics and Law;https://howtoabroad.com/hochschule-fur-wirtschaft-und-recht-berlin/;Master;Master;Berlin;Berlin MBA (full-time);;English;;;;;€ 9900,0;Semester;Winter;Rolling process starting from 1 Dec;;2 semesters;https://www.berlin-professional-school.de/en/mba-mpa/private-management/berlin-full-time-mba/;https://finca.hwr-berlin.de/scripts/mgrqispi.dll?APPNAME=CampusNet&PRGNAME=EXTERNALPAGES&ARGUMENTS=-N000000000000001,-N000302,-Astartpage;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2022/03/Hochschule-fur-Wirtschaft-und-Recht-Berlin.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3625/;11-Jun;Brandenburg;;;
41;2450;93;Berlin School of Economics and Law;https://howtoabroad.com/hochschule-fur-wirtschaft-und-recht-berlin/;Master;Master;Berlin;Berlin MBA (part-time);;English;;;;;€ 4950,0;Semester;Winter;Rolling process starting from 1 Dec;;4 semesters;https://www.berlin-professional-school.de/en/mba-mpa/private-management/berlin-part-time-mba/;https://finca.hwr-berlin.de/scripts/mgrqispi.dll?APPNAME=CampusNet&PRGNAME=EXTERNALPAGES&ARGUMENTS=-N000000000000002,-N000321,-Astartpageeng;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2022/03/Hochschule-fur-Wirtschaft-und-Recht-Berlin.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6995/;11-Jun;Brandenburg;;;
42;8031;303;SRH University Heidelberg;https://howtoabroad.com/srh-heidelberg-university/;Master;Master;Heidelberg;Big Data and Business Analytics (MSc) – full-time;;English;;;;;€ 4740,0;Semester;Winter, Summer;Any time;Any time;4 semesters;https://www.srh-hochschule-heidelberg.de/en/master/big-data-and-business-analytics/;https://id.dreamapply.com/login?client=1327&legacy=1;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/SRH-Heidelberg-University.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4886/;11-Jun;Baden-Wurttemberg;;;
43;8031;303;SRH University Heidelberg;https://howtoabroad.com/srh-heidelberg-university/;Master;Master;Heidelberg;Big Data and Business Analytics (MSc) – part-time;;English;;;;;€ 4320,0;Semester;Winter, Summer;Any time;Any time;4 semesters;https://www.srh-hochschule-heidelberg.de/en/master/big-data-and-business-analytics/;https://id.dreamapply.com/login?client=1327&legacy=1;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/SRH-Heidelberg-University.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4884/;11-Jun;Baden-Wurttemberg;;;
44;7231;214;Hochschule Fresenius - University of Applied Sciences;https://howtoabroad.com/hochschule-fresenius/;Master;Master;Idstein;Bioanalytical Chemistry & Pharmaceutical Analysis (full-time/part-time) (MSc);NA;English;;;;;€ 4140,0;Semester;Winter;;;2 semesters;https://www.hs-fresenius.com/study-programs/bioanalytical-chemistry-and-pharmaceutical-analysis-master/;https://www.hs-fresenius.com/application/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/12/44759238_10156008137108067_5741196042850795520_n.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5691/;11-Jun;Hesse;;;
45;136;7;University of Tubingen;https://howtoabroad.com/university-of-tubingen/;Master;Master;Tubingen;Biochemistry (MSc);2 (For Biochemistry);English;;;;;Varied;;Winter, Summer;31-May;15-Jan;4 semesters;https://uni-tuebingen.de/en/study/finding-a-course/degree-programs-available/detail/course/biochemistry-master/;https://uni-tuebingen.de/en/international/study-in-tuebingen/application-for-non-german-students/application-and-admission-of-international-students/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/University-of-Tubingen.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4503/;11-Jun;Baden-Wurttemberg;;;
